Stemming,label
ridhlonya orang tua ibuterus semangat anies baswedan,neutral
brdengan bangga mememcat orang korupsi duga seret kartu tanda duduk,negative
orang jujur kartu tanda duduk elektronik broudah dipersidagan ganjar broorang cerdas dukung ganjar prestasi periode gubernur bukti kerja pilih rakyat gaji ambil keren habis brogimana anies,positive
pengamalaman presiden pdip boneka megawati oligarki negeri rusak tang jokowi ganjar presiden kiamat negeri anies harap rakyat indonesia,neutral
kali tuju anies orang kompeten jabat anies kompeten jabat orang indonesia jakarta salah pimpin orang kompetensi ulang iya,neutral
prabowo presiden anies bangun jakarta susah cocok motivator anies,negative
anies bicara lancar kerja lancar,positive
muda cerdas langsung dukung babi buta ajar wawas gagas rasional imajinasi manis tawar,positive
iya komen anies sus komen anies acara pola brkeliatan grup anies sewa buzzer menuhi komen acara,neutral
cermat khusus komentar ganjar diulangulang akun berbedabeda,neutral
ganjar lihat komen dukung anies masif monoton,neutral
isi komentar bot template tertawa bakal calon presiden tiga pakai bot komen youtube wkwkwkkwkw,neutral
anies ketegori sempurna teoritisbrprabowo normatif rk brganjar ganti mahfud,neutral
kemarin prabowo jatuh ganjar bismillah indonesia timur ganjar indonesia,neutral
sakit perut lihat prabowo mohon maaf badud,neutral
anies ngawang alias kongkrit detailcari aman,negative
stock nadim erik gita wirjawan orang kualitas lai pilih sayang sodarasodara prabowo makro anies retorika ganjar tapibrseandainya road map program lihat publik lumayan prefrensi kayak butuh gregettnyaa partai indonesia kader,neutral
komentar dukung anies berani koar tepat haus aku,positive
ganjar paksa pikir masuk anies,negative
langsung bius manis anies realita bikin mering menang ganjar beliau laku omong kosong,negative
prabowo uji brganjar realistis branies rencana program rekam jejak,neutral
goda calon pimpin pintar bicara pintar bicara pintar orang lahir skill berbedabeda pintar dongeng pintar tutut pintar dsb,negative
komen kubu anies pe dukung ganjar ganjar baik,neutral
anies pintar mencla menclee butuh pimpin anies,neutral
ganjar cinta cinta rakyat indonesia agam agama suku budaya pancasila indonesia aman tangan ganjar doa utuh ganjar presiden,neutral
pakai produk indotp pilih anies mlanjutkan janji pahit sbelumnya,negative
panji mgaku tolollll bicara sok pintar,negative
anies bagus omong batas omong,positive
jakaeta bagus sirkuit stadion taman trotar rapi lebar jalur sepeda jpo nyaman jaklingko jakpreneur,positive
anies over kuat kandidat cerdas anies pilih presiden republik pegang orang salah,negative
salut prabowo subianto fitnah tabah pimpin dengar rakyat,positive
ulang zaman orla terus ulang berantas kemiskinanbrpadahal miskin pasang pisah,negative
anies manusia mental penhianat pintar main,negative
pakkk bal turis tetap harga tanah bal mahal,negative
prabowo muter sesuai kontekbrganjar okebranis lugas,neutral
percaya janji anies adil usaha mikro usaha andal jakarta boke oce rumah uang muka realisasi bangga oke oce rumah uang muka kampa bangga sekaranbrbrapakah konsisten janji politik iya,positive
oke oce program sandiaga uno wakil program ganti nama jakpreneur uang muka laksana huni realisasi kendala anggar alih tangan covid pulih ekonomi,neutral
tertawa cocok masdar lucu mulupadahal forum intelektualhadehh,positive
anies pintar omong gagas laksana indonesia butuh orang doyan omong butuh doyan kerja indonesia maju,negative
lupa shalat fardhu jamaah ngab,negative
tau tau bicara sholat fardhu jamaah,negative
duga bicara konteks wacana beda coba pintar,neutral
kristen ngab haleluya lupa ibadah,positive
percaya janji mantan gubernur dkibrklo percaya janji renang laut jakarta,positive
percaya buktinyq jakarta keren rapi trotarnya lebar staion jis sirkuit angkot gratis jaklingko jakpreneur program usaha mikro,positive
pandji gokiilll tertawa stand deg degan,neutral
anies gagas dengar calon presiden muternya anies calon presiden,negative
hihihi komen spam dukung salah bacapreskomennya beda akun tertawa,negative
anies daya mimpin bangsa sikat habis pimpin lembaga perintah kompetensi,negative
prabowo praktik pembagunan rumah ibadah kaum minoritas,neutral
anies wawas anies asli alumni universitas gajah mada abal ragu lagibicaranya mudah paham kalang lihat anies pakai teks nganubravo anies moga puncak presiden mengsejahterakan rakyat indonesia,negative
mata butangomong kerjamakanya hidup gorong,negative
nyapresbrbuat pimpin pintar omong becus eksekusi,negative
langsung inti kakak pilih calon presiden biar tau kakak lebar komen arah,neutral
bagi kelompok golong tambah dukung ganjar,neutral
ilmu hidrologi zaman bahula tua,neutral
lihat rekam jejak mantan gubenur,neutral
insya allah anies bawa ubah arah,neutral
janji kampanye cocok pasang kaca jokowi,positive
kakak najwa tau kondisi tau tuju narasi prabowobrbrmending terima uang pilih serah hati nurani,neutral
wellsatu langkah maju universitas gajah mada banding universitas indonesia,neutral
sampa para calon presiden cari cuan calon dpr,neutral
komen banjir buzzer brbrterimakasih ganjar dsb dsb brbr,neutral
anies rakyat miskin lanjut didik tengah kendala biaya contoh lolos utbk lolos kip kuliah kendala biaya lepas usaha keras sia sia,neutral
jakarta jalan program beasiswa kelas tengah juta semester,neutral
jawa tengah inovatif diasampe masuk daerah miskin,neutral
wkwksaya minum kopimungkin banyak minum kopiover dosis,neutral
anies bakal calon presiden nasionalis dunia depan keadilankesejahteraan tara rakyat laku anies gubernur jakartasemoga allah swt kabul meridhoi anies presiden indonesia amanahaamiin,neutral
admin izin unduh video iya,neutral
budaya calon presiden adu gagas kampus mantapppp,neutral
banyak netizen bodoh cari celah hina cari ilmu jelas konteks kualitas rendah banyak sumber daya manusia manusia indonesia ah indonesia,negative
masyaallah insyaallah presiden cerdassantun bakti orang tua,positive
gagas ide visi misi ganjar bagus bisa retorika menyolong gagas ganjar jawa tengahbrmaju ganjar,neutral
prabowo anies sesuai presidenbrganjar level bawah wakil presiden,neutral
rendah calon presiden anies waras sikon,neutral
papar gagas salah pilih ganjar pranowo,neutral
sabar debatdan obyektif salah pimpin negara,positive
kenal wawas ganjar luas jabat bersih,neutral
ganjar ggk berani megawatidan drive bijak pdip,neutral
anies percaya nasdem partai raya,neutral
ekspor beras sawah propinsi kerjasama tani propinsi hasil beras impor beras saat tani daerah panen raya,neutral
anies baswedan gagas biasasemoga pilih presiden risemua gagas dilaksanakanbra,neutral
lupa ambil nasi bungkus iya,neutral
banyak gagas kosong laksana lihat jakarta kacau balau untung budi heru benah,negative
jakarta coba plt sok rasai plt boneka doang,negative
anies bobot pintar maaf tarik ide,negative
ganjar pranowo tata gagas moga kelak teralisasikan presiden,neutral
komen positif ganjar beda akun komennya buseerrp iya coba perhati,neutral
punya oppinion tonton tayang inibranies manis seman orangnyabrganjar data keren ide kongkrit tugas partai bikin ragubrprabowo ide spesifik,positive
omong kosong anies rumah uang muka nothingbrcuma pintar bahasa pintar laksana,negative
anies jago omong bagus atur atur indonesia iya,positive
stand prabowo pecah anjing banding panji,neutral
emang paham iya papar erti,positive
cerdas erti masyarakat bodoh erti,negative
anies cerdas pintar omong implementasi ragu mudah rangkai,positive
tiga bakal calon presiden kualitas urai narasi gagas mekanisme bijak cerita alam berapiapi papar pola pikir brbrpada pilih jatuh anies baswedan,neutral
bropak anies kuasa masalah solusi,neutral
blunder ganjar prabowo lucu stand upnya panji,neutral
moga anies sehat kuat jalan pilih orang negara,positive
orang pintar lihai sesuatubrbrtapi orang pintar jalan,positive
bagus anies anies menang anies gagas bagus penuh butuh masyarakat,positive
dengar papar gagas bakal calon presiden pasti sia pilih presiden kayak kayak miskin miskinjgn harap ekpektasi sesuai realitacuuuk,negative
haru lihat papar anisuntuk baik bangsa indonesia iya allah jadi anies presiden indonesia,neutral
terimakasih ganjar dukung warga inisiatif,neutral
anies pimpin brprabowo patriotbrganjar selebriti lucu,neutral
tertawa komen anies youtube acara pola brkeliatan grup anies sewa buzzer menuhi komen acara,neutral
anies pantesnye juru bicara omong belit belit slank tong kosong bunyi nyaring nye anies,negative
teori pakta anies jago rangkai,positive
komentar pro ganjar komentar copy paste wkwkwkwkwkwkwkwkw,negative
prabowo hasil survey gagas rendah keburu tuajadi baca obrol,negative
faktor umur latar militer omong debat jokowi pilih umum presiden kemarin prabowo tahan berani serang,neutral
om ded om ded whatsapp story your deal,neutral
kakak maaf bahas dana dana keluar kembang anak anak nakal tawur begal hapus,negative
ganjar ngalor ngidul bangsa curhat pribadi,neutral
lihat komentar ganjar isi tertawa tahu gaya buzzernya malam mah komen positif anies tau pro anies langsung nurunin buzzer tertawa tertawa buzzer kagak laku twitter parah dukung ganjar,negative
strategi politik partai demokrasi indonesia merah mesti tertawa,neutral
ganjarsosok pimpin merakyak pimpin indonesia set jokowigod bless,neutral
bangga ganjar calon presiden ramah merkayat masyarakatmasyarakat indonesia,neutral
prabowo indonesia bubar indonesia emas branies urus sungai jakarta hukum adil kerja bicara adil,neutral
doa anies moga lancar jalan realisasi mimpi gagas indonesia emas,positive
mimpi kalesss olah calon presiden alam merestuii,positive
anes didik hasil pintar olah kataaa,neutral
bpanis sosok calon presiden kelebihanbanyak gagasandan prestasirekam jejak sukses pimpin jakartamajudamai bela rakyat kecilsemua agama lindung gubernur baik nasional internasionalsemoga allah pilih anies muhaimin pimpin negeri iniamiinb,positive
genjer candu film fornowowo urus bini bisaanis pilih pilih akal sehat,negative
komunikasi publik anies nomor ganjar prabowo jokowi jago,neutral
anies penuh ideganjar muterprabowo penuh bara ide teh,neutral
bingung karo seng dijelaske ganjar muter gek ujung jawabane cocok karo mur banter suarane tok uadoh ro anies,negative
ntwjhrscie sakit hati dukung partai demokrasi indonesia,negative
be pelihara tertawa cari kerja bagus titik,positive
anies sederhana tiga asa kasih sederhana rumit,positive
mantap gagas turut anies keren gagas buzzer balas,positive
mudah izin allah swt anies presiden amin,positive
ganjar joss mantap prestasi periode gubernur bukti kerja pilih rakyat gaji ambil keren habis broanis,positive
komentar ganjar tahu robot tertawa,neutral
yakjmu didki ide anisbhkn sekrg kampus negeri sajakuliah kampus swasta kjmuterimakasih anies,neutral
tinggal jakarta kakak kartu jakarta pintar kjmu zaman jokowi ahok,negative
jokowi undang biar cerita alam kuliah universitas gajah mada jokowi tau iya lingkup kampus universitas gajah mada,neutral
telat broudh pensiun dialagian bohonggak bayang dosa,negative
lihat komen ganjar akun palsu copy paste komen alias,neutral
ganjar pranowo bkongkritb jawabannyabrpak ganjar pranowo metal menang total indonesia bismillah,neutral
ganjar bahas gagas lihat teksmmmm luar otak hafal tuju,neutral
anies pandai silat lidahmalas pilih orang pandai omong doang,negative
aneh komen ganjar copas iya bot,negative
jujur bakal calon presiden bakal calon presiden buruk rekam jejak sedih samar indonesia gagas janji urai ingat janji politik internal tepat tulis ttd janji rakyat prioritas wajib laksanakanbrmbak nana kaca fungsi,negative
acara tampil tvbragar rakyat paham calon presiden pilih,neutral
sayang televisi media corong pdi,neutral
gagas isi otak keluar pakai kuat titik,negative
anies retorikabrprabowo naik gaji dulubr,neutral
mashallah anies baswedan baik didik cerdas capresnya cerdas ikut mantul,neutral
allah mbelgedhes prestasi objektif warga jawa tengah dudu buzzer,neutral
kupantengin ajabrbrtapi pilih ganjar prabowo,neutral
terima otak dungu dukung enggak bisa pikir kritis tertawa,negative
menit komen buzzer iya tuhaaaaaaaaaaaannnnnn,positive
ayo netral negeri pilih pimpin baik negeri bidang korupsi nyamanhukum pilihpilih rakyat usir negeri,positive
fikss anies baswedan jelas struktur menye,neutral
dukung anies optimis survey sayang good selamat tinggal anies baswedan,neutral
anies fitnah beliau hitung iya,negative
fitnah tuh politik identitas kah,negative
aniz gubenur banya janji janjiakirnya bla bla,negative
butuh pimpin cerdas benar cerdas purapura,positive
buset lihat komen satu negara satu republik indonesia antem kocak,negative
dukung anes sera sosial media orang biar dukung,neutral
boom komen dukung ganjar dasar buzzer,neutral
acara universitas gajah mada keren cadas gandeng ns tajam gali gagas bakal calon presiden isu jadi contoh kampus acara jalan kritis tajam,neutral
lihat konsep hasil pikir konsep hasil frontier,neutral
buzzer ganjar kerja keras komentar,positive
puji anies buzzer hati fpi isisbayaran semuajangan hirau,neutral
salah coba lihat komentar ganjar isi tertawa tahu gaya buzzernya malam mah komen positif anies tau pro anies langsung nurunin buzzer tertawa tertawa buzzer kagak laku,negative
hdicyocemang saia bilang dukung ganjar buzzer coba cek,neutral
papar anies baswedan mudah cerna paham orang awam,neutral
dukung anies spam komentr puji paham dengar gagas calon presiden,neutral
apapula komentar masak menit orang buzzer siaga,neutral
teori orang buang angin kerja mleho,negative
wkwwk linknya shre grup rawan anies dsruh komen komntar positf anieskebetulan salah anggota grup whatsapp dukung aniescoba serta foto tampillan hasil screenshot,neutral
debat kali prabowo kes emosi tergesagesafatalnya beliau paham mental health kait gizi,positive
suka anies pilih dengar kandidat anies,positive
lihat kolom komentar pilih anies baik,neutral
ganjar bicara rendah orang oke ckckckc miris calon presiden komentar,negative
anies pandai berkatakata program oke oc jakarta uang muka kabar dukung ganjar gagas detail ukur ngambang mana anies,neutral
calon presiden jiwa visioner sifat motif nilai baik prabowo ganjar anies,positive
ganjar cerdas bumi gampang paham langsung praktik lapang mulut manis realistis brbrsemangat ganjar tolong bawa indonesia indonesia maju jaya juang lawan koruptor busuk negara indonesia nusantara hebat,positive
omong manis apbd habis kasih janji menang hibah narsis anak buah emis harap nasi bungkus moga habis,neutral
