;text;label
9747;terima kasih kakak nana grup saji diskusi gambar masingmasing gambar arah indonesia remangremang nyala process kenal bagus pilih;positive
9748;papar gagas pakai data khayal otak anak sd tampil bahan kait gagas anies bahan;neutral
9749;cari warna merah lanjut pimpin rendah hati jokowi anisyg rendah hati;neutral
9750;calon presiden milik visi misi bangsatinggal masyarakat putus terbaiklihat rekam jejak dicapaijangan pilih sesal kedepanpilih calon presiden wujud janji kampanye dar rayu;positive
9751;tema giat dialog bangsa siaga songsong era tinggal landas landas pancasila monggo isi;neutral
9752;bahaya hukum mati pakai kuasa bungkam lawan politik alas korupsi;neutral
9753;anies miskinnamun cerdas milenisl suka;positive
9754;seru rocky gerung sesi argument;negative
9755;ahirnya temu calon presiden anies rasid baswedan;neutral
9756;tuju tertarikk anies tonton gagas beliau paking struktur masuk akal;positive
9757;contoh sumber daya manusia rendah kritik terima;negative
9758;terima kasih kakak najwa saing pilih umum presiden bicara gagas visi misi calon presiden alhamdulilah titik terang pilih;positive
9759;kunci orang bantu anies korek pajak dsb;neutral
9760;dengar gagas nara sumber mantap pilih anies;positive
9761;ganjar banting anies prabowo kasih ngegas mau coba ganjar layak;neutral
9762;gagas anies elegan mudah erti;positive
9763;catat iya anies pola pilih tri tri istilah tri balas budi tri alis iya syarat papar;neutral
9764;menteri laut sus anies menangaamiin;positive
9765;najwa uji acara kalengkalengbrkpu ajar acara debat calon presiden jalan formalitas edisiedisi;neutral
9766;spill gagas anies deskripsi menit slide ppt gagas tempel akal sehat beliau insya allah presiden delamindel;neutral
9767;inti mediaacara narasi gagas bakal calon presiden media bagus;neutral
9768;menit keri bantu pro anies periksa intimidasi kuasa wew ngeri negeri;neutral
9769;anies baswedanbrmencerminkan sosok integritas jujur kurang negara tau butuh solusi masalah negara moga implementasi sesuai harap pilih presiden;neutral
9771;hati nurani komen buzzer anies;negative
9772;suka gaya prabowo coret coret;neutral
9773;suka optimisme prabowo presiden negara inibrtp kali acara asa gerus hilang miskin gagas;positive
9774;red bull penghianat koruptor partai;negative
9775;maaf kakak najwa shihab nimba ilmu jebol universitas gajah mada kah iya teman;neutral
9776;anies bicara didik mendikbudbrsayangnya gagal maju didik indonesia;negative
9777;baik ganjar pranowo cerdas berani anti korupsi selamat datang presiden indonesia maju;neutral
9778;presiden partai demokrasi indonesia pengusungnyananti slot legal;neutral
9779;presiden paham baik dinegri ekonomi politik korupsi didik indonesia butuh pimpin berani jalan setir;positive
9780;anies intonasiisi sd tuju masuk logika ngena hatibrbrtanpa teks hati pikir;positive
9781;anies ngambang programnyapintar tuhan berbuatsbg gubernur hsl kerja rakyat susah pimpin indonesia;negative
9782;sakit hatibikin sakit hatibrsemua berkalikalibrtak mengertibrmengapa beginibrbrsaya puas benci anies baswedan tonton papar sakit hati otak terusbrbranies baswedan indonesia;negative
9783;suka anies pasang cak imin hadehh;neutral
9784;paksa masyarakat jawa timur nu nasdem pasang anies cak imin gitu dapat;neutral
9785;ayo pilih anies anies calon presiden pilih umum presiden beliau optimis abdi indonesia;neutral
9786;kakek yaman pahlawan nasional diri satu arab indonesia turun arabtimur satu pribumi juang lawan jajah pilih partai partai demokrasi indonesia identik komunis;neutral
9787;urai gagas sembunyi tau presiden;negative
9788;salut kakak anies moga beliau pilih presiden indonesia;positive
9789;adu sampai gagas jujur eksekusi keberanianhitung hitung rakyat hai btp baik;neutral
9790;anies pilih anies cebong kadrun kampret hilang buzzerrp hilang demokrasi sedia;negative
9791;akutonton tuntas moga salah pilah;negative
9792;bukti kritik rezim penjara rockybrjadi nyata ganjar ngawur bebas dapat;neutral
9793;iya calon presiden kenal karakter bawa visi misi bangsa bawa mana cerdas tentu calon presiden bangsa rahayu rahayu rahayu;positive
9794;beda gimick alami gimick latih;neutral
9795;lihat komentar brpendukung anies prabowo kalang tengah atasbryang keseharianya umpat orang lainbrapakah;neutral
9796;zaman surabaya makan gratis minum susu gratis sekolahjaman jokowi;neutral
9797;guaponakan guasepupu guaanak makan gratis sekali biaya sekolah mahal;positive
9798;iya allah ridho anies baswedan presiden indonesia;neutral
9799;ganjar anies prabowo pilih umum presiden kemarin;neutral
9800;tugas partai pilih mbok snapgram cerdas ta;neutral
9801;tahu isi otak capresmnrt anies masuk akal;negative
9802;pimpin negara harus aura wibawa segani mata duniakalo bicara rakyat bacawapres rakyat cerdas cerdas lebih masingtapi aura wibawa presiden bakal calon presiden;positive
9803;capress brapakah salah pilih presiden berani bubar dpr;negative
9804;komentar netizen keri tanda netijen indonesia dewasa bermedsos moga bakal calon presiden pilih dewasa sejahtera rakyat indonesia;neutral
9805;biar cepatbra aniesbra ganjarbra prabowo;neutral
9806;maaf maaf iya anies omong pegang janji sumur resap statment beliau pompa laut persis ahok sesuai debat gubernur jakarta pilih beliau paham;negative
9807;pilih sumur resap bare minimum infrastruktur kota maju tanah bawah muka laut;neutral
9808;kosong rupiah kosong persen eh tau hasil juta cicil rumah orang rumah susun bayar ribu rupiah hari;negative
9809;rencanya milu besok golput dengar papar anies timbang rencana;neutral
9810;ide gagas solusi dihadirkanbrsiapa papar mudah paham;neutral
9811;butuh pemaparantapi kerja nyatasoal papar latihansoal konsep nyontek bukti laku selesai masalah negeri;neutral
9812;reindustrilisasi mahluk orang negara industri;neutral
9813;tiga potensi bagus pimpin mari doa indonesia negara hormat presiden;positive
9814;suka anies sesuai refleksi cermin bikin nang brsemoga anies presiden indonesia amin;positive
9815;pintar omong jakarta harga internasional bawah pimpin;negative
9816;panggung anies baswedan kelas keren anies jukur golput lihat pemapaparan anies orang cerdas humanis tenang terima kasih universitas gajah mada terima kasih najwa;positive
9817;ungkap hati calon pimpin moga allah swt meridhoi juang kepala negara;neutral
9818;kor tari anies ganjar prabowo;neutral
9819;dengar ganjar bicara bikin ngantuk;neutral
9820;tipu omong omong calon presiden lihat kerja jabat pintar keluar gagas bukti nyata anies tarik papar jelas visi misi sayang anies pintar bicara laksana ucap pilih pimpin omong doang;negative
9821;anies baik jelek hina ttplah maju juang bangsa maju;positive
9822;berantas korupsi gagas anies semangat;negative
9823;anies harga kakak kpk menjadu gubernur;neutral
9824;anies jakartaapa laku anies rusak kota jakarta resin jokowi ahok;negative
9825;orang butuh kuat titik tanda kuat titik roger brbrbrbtw ganggu;positive
9826;motivates more henti being lazy;positive
9827;erti prabowo takut main utama politik indonesia beliau jujur;negative
9828;kasihan prabowo bata bata salah partsinyabrapa nonjok;negative
9829;jujjr apny coba food estate tanah ikn jujur;positive
9830;jujur aboutinvalidakalau lihat diajukanjujur lihat konsep jawab;neutral
9831;gagas dar katakata tulis rangkum grafik gambar angkaangka rasional utara depan alumni guru orang;neutral
9832;keren habis adu gagas lanjut acara kembang pimpin kualitas;positive
9833;zaman jokowi calon presiden pernh dialog;neutral
9834;jokowi omong ganjar itupersis hasilnyakejadiannyagimana;neutral
9835;agraria dirempang rakyat indonesia kerja asing cina cina pakai rakyat indonesia;neutral
9836;moga allah doa moga parabowo presiden sekarangaamiin;positive
9837;doa moga prabowo seht umur negarawan sejati moga prabowo saksi lantik anies presiden pilih baik amin;positive
9838;gagal coba lagigagal coba lagigagal coba juang moga kali restu allah rakyat;negative
9839;calon presiden sesuai psk anies baswedan gsnhar kays orang jual jamu prabowo rap sesuai istana mlempem;neutral
9840;rekam jejak anies baswedan detik baik epel eple kandidat terkhsus imtaq ifteq;neutral
9841;prabowo oke pimpin patriot rendah bangsa asing;negative
9842;zaman sd makan gratis program harto;neutral
9843;spill instagram teteh pakai kebaya biru menit dongggggg whahaha;neutral
9844;rocky gerung orang suka bikinpakai kuat titik kuat titik;positive
9845;bikin rusak acara panji jual cerewet;negative
9846;prabowo strong leader stir ketua partai;neutral
9847;ketua kacau semena mena rem orang militer iya trauma orde euy;negative
9848;prabowo negarawan sejatibrbukan usia ujur ambisius;positive
9849;anies indak kerja teman trust mebrjangan percaya akun buzzer;neutral
9850;satu bakal calon presiden paham concern ekonomi indonesia global alam luas prabowo paham erti food estate zaman jelang krisis pangan;neutral
9851;anies cerdas pintar pakai teks omong tenang lugas;negative
9852;ofrwfez suka lewat dengar sambung gktll;positive
9853;makan omniboslow rempang bela hahahahahahaha;positive
9854;tutup statements prabowo menang beliau tulus;positive
9855;anies baswedan indonesia narasi masuk akal;neutral
9856;ganjar oke narasi level bupati mentok gubernur prabowo iya edit kacau tertawa anies bagus narasi level presiden butuh bukti simpul pilih anies butuh bukti beliau;positive
9857;anies teoritis cocok dosen ganjar erti butuh rakyat laksana cocok presiden prabowo keras kepala cocok menteri tahan;neutral
9858;pintar omong hasilny nihil ups wkwkkw;negative
9859;anies natural hati rakyat brangkat percaya rakyak;positive
9860;gagas logis masuk akal anies rasyid baswedan indonesia emas adil sosial rakyat indonesia laksana gagas anies baswedan;neutral
9861;calon presiden anies baswedan gagasa kongkrit ngambang bicara caleg kampanye;neutral
9862;anies baswedan keren cerdas intelegensi strategi struktur syukur indonesia orang bismillah anies baswedan presiden indonesia;neutral
9863;teguh sebelas ribu triliun kantong kantong satunyalebih;negative
9864;simak ganjar bicara gunung selamat rusak korban masyarakat cinta alambrbrganjar bicara sesuai kerja lapang;neutral
9865;fixx coblosss ganjarr pranowo bicara bedasarkan data fakta janji janji manis kampanyebrpersiapan matang materi banding bakal calon presiden;neutral
9866;anies bagus kerja jakarta jis bangga realitis jakarta macet zaman ahok kramat jati kurang macet parah;negative
9867;iya banjir sesuai zaman ahok;negative
9868;cerdas aniessemoga allah kabul hajat bismillah;positive
9869;prabowo bicara jam omong menit ngosan;negative
9870;cerdas tntu negara bicara hati bumi pertiwi prabowo pilih;positive
9871;sayang bpkprabowo sungguh kagum semangat sisi lelah panggung hati berbisikmungkin era ganti;positive
9872;usia parabowo tua beliau usia anbrsedangkan an;neutral
9873;anies keluar angin surga ubah angin kentut;negative
9874;brkapasitas pikir gagas karakter pribadi anies vs ganjar vs prabowo brinsya allah barokah aniesmuhaimin amin;neutral
9875;bbm gratis imin presiden nyalonnya wakil;neutral
9876;hahahaii kakak nana gesturnya beda lempar cawapres lawan bicara segani;neutral
9877;ganjar konsep pimpin jawa tengah provinsi susah mengakat kategori provinsi miskin;neutral
9878;anies cocok sektor juru bicara indonesiabruntuk ganjar cocok tri rakyat brbruntuk prabowo sesuai presiden prabowo omong pandai omong prabowo subianto dal tindak;negative
9879;anies simple elegan ter arah mantap pokoknyamudahan masyarakat cerdasss;positive
9880;guemah lihat dengar prabowo ajayang skipbrkemenangan milik prabowo insyaallah;neutral
9881;bismillah brharap anies mncalonkan presiden indonesia alhmdulialh insyallah mantap pilih anies moga allah ijinkan pimpin indonesia amanah amin yaroballamiin;positive
9882;ganjar cenderung ambang tuntas masalah;neutral
9883;anies prabowo presiden golong orang usak bangsa;negative
9884;anies bestbrmudah paham harap adil indonesia;positive
9885;tonton acara pilih brbrbrbrbang awwe;neutral
9886;moga anies baswedan diridhoi allah swt tri agama amin;positive
9887;mantapppp anies menang presiden doa;neutral
9888;prabowo bangkit duduk jalan tatih tatih asam urat kayak istirahat calon presiden;neutral
9889;anies mah jago bicaraselama gubernur jakarta omong realistis;positive
9890;ganjar mario teguh cocok motivator down pimpin bangsa suka bangga balik sudut emosional mnjwb prtanyaan iya objektif kakak nana youtube jegal begal boikot salah calon presiden mngungkapkan visi misi;positive
9891;pilih jujur drpda logis tersruktur sbnrnya bohong;negative
9892;ucap calon presiden praktik prabowo batas janji tepat;neutral
9893;wes ganjarkayake of box jokowi gebrakanndak banyak teori;neutral
9894;ratarata desa anies kecuali kades;neutral
9895;ganjar insyaallah bawa indonesia maju alam praktisi birokrasi perintah birokrasi politik indonesia brbr periode legislatif periode gubernur apbd jakarta;neutral
9896;lulus masuk dunia kerja bingung tinggal iya ilmu seko dunia kerja ngandelin vokasi sempat batas bikin dunia didik maju didik murah murah bikin anak indonesia hebat zaman;negative
9897;anies omong transparansi formula cerita transparankalau nggedebus mah noor anies;negative
9898;ganjar nilai bebas dapat zona nasional jelasin zona provinsi sambung;neutral
9899;juta tonton dukung prabowo gila;positive
9900;aniesmah omong doangselama gubernur jakarta omong doang realistis adabrlebih pilih jujurbrpercuma omong bohong;negative
9901;rangkum pakai surat janji stempel darah biar omong kosong manis depan rakyat kebal janji manis;negative
9902;anies bagus papar bagus bikin takut orang publik bicara bagus dilema orang omong hati indonesia bikin rakyat indonesia senang pilih;positive
9903;rekam jejak jakarta program usung gagas laksana implementasi adil batas retorika nikmat program sesuai janji;neutral
9904;anies logis sistematis kesan bukti contoh beliau tolak istilah sumber daya manusia sumberdaya manusia manusia reduksi sumber daya manusia lampau brcapres baikbrbrtetapi tulis aristoteles pilih pimpin pilih manusia paripurna dar mumpuni halbr;positive
9905;ganjar yaiya jawa tengah provinsi miskin;neutral
9906;jago gagas anies bukti menteri didik gubernur jakarta gebrakab;neutral
9907;kiri tuju pokok adil adil sepakat dunia;neutral
9908;tiga bakal calon presiden cocok youtuber ganjar keren sampean;neutral
9909;andai tuhan kabul doa sayatolong ganti cawapres aniessaya bapaktapi cawapresnya;neutral
9910;sila paham rekam jejak netizen;positive
9911;hubung pihak koalisi ubah bawa pikir tata bangsa;neutral
9912;ganjar pranowo bosan lihat sepi applause;negative
9913;nonton jam mantepin hati negara cinta gabutuh janji manis kenyang soalnyabrbrbrtp warga campur gapilih prabowo;positive
9914;anies jago moga ekseskusi ganjar baik prabowo ikhlas indonesia inti calon indonesia;neutral
9915;rakyat butuh crito nggedabrus njarbrtapi rakyat butuh tindak nyata mubrgaya fisik katon yen kowe orang sombongbrkemlinti;negative
